Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Pittsburgh,15,3,.833,28,6,.824,73.9,61.0,20.8,7.9,NCAA Tournament; Reg. Season Champion
2,Notre Dame,14,4,.778,27,7,.794,75.2,65.5,18.2,8.4,NCAA Tournament
3,Syracuse,12,6,.667,27,8,.771,73.4,63.3,18.8,8.8,NCAA Tournament; *Overall W-L adjusted to 20-8
3,Louisville,12,6,.667,25,10,.714,74.9,64.5,18.6,8.2,NCAA Tournament
3,St. John's (NY),12,6,.667,21,12,.636,70.1,67.0,13.1,10.0,NCAA Tournament
6,Cincinnati,11,7,.611,26,9,.743,68.9,59.6,15.4,6.1,NCAA Tournament
6,West Virginia,11,7,.611,21,12,.636,69.8,64.7,16.2,11.0,NCAA Tournament
8,Georgetown,10,8,.556,21,11,.656,70.6,66.3,14.6,10.4,NCAA Tournament
9,Connecticut,9,9,.500,32,9,.780,72.4,64.9,17.9,10.4,NCAA Tournament; Conf. Tournament Champion; NCAA FF; NCAA Champion
9,Villanova,9,9,.500,21,12,.636,72.2,65.4,15.1,8.2,NCAA Tournament
9,Marquette,9,9,.500,22,15,.595,75.2,68.8,14.9,8.5,NCAA Tournament
12,Seton Hall,7,11,.389,13,18,.419,67.5,65.8,11.0,9.3,
13,Rutgers,5,13,.278,15,17,.469,66.3,65.7,7.9,7.2,
14,Providence,4,14,.222,15,17,.469,75.8,75.3,6.9,6.4,
15,South Florida,3,15,.167,10,23,.303,61.9,66.5,4.3,8.9,
16,DePaul,1,17,.056,7,24,.226,67.9,76.7,-1.3,7.5,
