Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Villanova,16,2,.889,33,3,.917,76.5,60.9,23.1,7.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Butler,12,6,.667,23,11,.676,69.0,61.0,16.6,8.6,NCAA Tournament
2,Georgetown,12,6,.667,22,11,.667,70.9,65.2,15.5,9.8,NCAA Tournament
4,Providence,11,7,.611,22,12,.647,69.7,65.5,13.7,9.5,NCAA Tournament
5,St. John's (NY),10,8,.556,21,12,.636,71.0,67.9,11.8,9.0,NCAA Tournament
6,Xavier,9,9,.500,23,14,.622,73.3,67.4,15.4,9.5,NCAA Tournament
7,Seton Hall,6,12,.333,16,15,.516,68.4,68.0,7.9,7.6,
7,DePaul,6,12,.333,12,20,.375,69.4,73.6,3.3,7.5,
9,Creighton,4,14,.222,14,19,.424,67.3,66.9,7.5,7.1,
9,Marquette,4,14,.222,13,19,.406,65.1,67.0,7.1,9.0,
