Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Providence,14,3,.824,27,6,.818,71.5,66.2,13.1,7.7,NCAA Tournament; Reg. Season Champion
2,Villanova,16,4,.800,30,8,.789,71.7,62.7,19.3,10.3,NCAA Tournament; Conf. Tournament Champion; NCAA FF
3,Connecticut,13,6,.684,23,10,.697,74.8,65.3,16.4,6.9,NCAA Tournament
4,Creighton,12,7,.632,23,12,.657,69.2,66.4,11.3,8.5,NCAA Tournament
5,Seton Hall,11,8,.579,21,11,.656,71.9,66.4,12.7,8.5,NCAA Tournament
5,Marquette,11,8,.579,19,13,.594,74.0,71.6,11.4,9.0,NCAA Tournament
7,Xavier,8,11,.421,23,13,.639,74.1,69.2,13.2,8.3,
7,St. John's (NY),8,11,.421,17,15,.531,79.6,74.2,12.0,6.5,
9,DePaul,6,14,.300,15,16,.484,73.3,72.2,7.8,6.7,
9,Butler,6,14,.300,14,19,.424,63.8,66.9,4.5,9.2,
11,Georgetown,0,19,.000,6,25,.194,70.7,77.0,1.7,8.0,
