Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Villanova,16,2,.889,35,5,.875,78.0,63.6,24.1,9.7,NCAA Tournament; Reg. Season Champion; NCAA FF; NCAA Champion
2,Xavier,14,4,.778,28,6,.824,80.5,70.4,18.6,8.4,NCAA Tournament
3,Seton Hall,12,6,.667,25,9,.735,74.2,67.8,14.7,8.3,NCAA Tournament; Conf. Tournament Champion
4,Providence,10,8,.556,24,11,.686,73.6,70.1,11.9,8.5,NCAA Tournament
4,Butler,10,8,.556,22,11,.667,79.9,71.0,16.5,7.5,NCAA Tournament
6,Creighton,9,9,.500,20,15,.571,79.6,72.4,13.7,6.4,
7,Marquette,8,10,.444,20,13,.606,76.3,74.2,7.7,5.6,
8,Georgetown,7,11,.389,15,18,.455,73.6,71.8,10.3,8.5,
9,DePaul,3,15,.167,9,22,.290,67.5,75.0,0.8,8.3,
10,St. John's (NY),1,17,.056,8,24,.250,67.9,77.3,-1.9,7.9,
