Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Louisville,14,4,.778,35,5,.875,74.5,58.8,24.8,9.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF; NCAA Champion; *Overall W-L adjusted to 0-5 conference W-L adjusted to 0-4
1,Georgetown,14,4,.778,25,7,.781,64.7,56.4,15.8,7.6,NCAA Tournament; Reg. Season Champion
1,Marquette,14,4,.778,26,9,.743,68.1,62.6,14.0,8.6,NCAA Tournament; Reg. Season Champion
4,Pittsburgh,12,6,.667,24,9,.727,69.2,56.0,18.8,5.6,NCAA Tournament
5,Syracuse,11,7,.611,30,10,.750,70.4,58.7,20.3,8.6,NCAA Tournament; NCAA FF
5,Notre Dame,11,7,.611,25,10,.714,70.0,63.5,13.7,7.2,NCAA Tournament
7,Connecticut,10,8,.556,20,10,.667,69.9,65.4,11.9,7.4,
7,Villanova,10,8,.556,20,14,.588,67.9,65.1,10.7,8.5,NCAA Tournament
9,Cincinnati,9,9,.500,22,12,.647,66.5,59.0,14.5,6.9,NCAA Tournament
9,Providence,9,9,.500,19,15,.559,67.6,64.9,9.3,6.5,
11,St. John's (NY),8,10,.444,17,16,.515,64.8,66.2,5.8,7.2,
12,Rutgers,5,13,.278,15,16,.484,65.4,66.2,6.0,6.8,
13,Seton Hall,3,15,.167,15,18,.455,64.7,65.2,5.5,6.0,
13,South Florida,3,15,.167,12,19,.387,58.8,62.2,4.3,7.7,
15,DePaul,2,16,.111,11,21,.344,71.4,75.3,1.7,5.6,
