Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Pittsburgh,13,3,.813,31,5,.861,67.9,56.4,18.2,6.5,NCAA Tournament; Reg. Season Champion
2,Connecticut,12,4,.750,33,6,.846,78.8,63.9,22.6,7.8,NCAA Tournament; Conf. Tournament Champion; NCAA FF; NCAA Champion
3,Providence,11,5,.688,20,9,.690,71.0,64.4,14.9,8.2,NCAA Tournament
4,Syracuse,11,5,.688,23,8,.742,73.1,67.6,13.1,7.6,NCAA Tournament
5,Boston College,10,6,.625,24,10,.706,68.0,63.2,12.0,7.2,NCAA Tournament
6,Seton Hall,10,6,.625,21,10,.677,71.9,65.4,14.3,7.8,NCAA Tournament
7,Notre Dame,9,7,.563,19,13,.594,70.5,67.2,10.7,7.4,
8,Virginia Tech,7,9,.438,15,14,.517,66.6,67.7,3.3,4.4,
9,Rutgers,7,9,.438,20,13,.606,68.7,65.5,8.5,6.9,
10,West Virginia,7,9,.438,17,14,.548,65.6,65.8,6.1,6.3,
11,Villanova,6,10,.375,18,17,.514,70.6,68.7,10.0,8.2,
12,Georgetown,4,12,.250,13,15,.464,67.3,66.0,4.6,3.3,
13,Miami (FL),4,12,.250,14,16,.467,71.6,68.9,5.4,3.3,
14,St. John's (NY),1,15,.063,6,21,.222,62.0,70.9,-1.1,7.9,*Overall W-L adjusted to 2-21
