Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Louisville,16,2,.889,31,6,.838,74.3,61.8,20.9,8.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Pittsburgh,15,3,.833,31,5,.861,77.4,64.4,21.2,8.6,NCAA Tournament
3,Connecticut,15,3,.833,31,5,.861,78.3,64.3,22.2,8.6,NCAA Tournament; NCAA FF
4,Villanova,13,5,.722,30,8,.789,76.8,67.4,17.5,8.7,NCAA Tournament; NCAA FF
5,Marquette,12,6,.667,25,10,.714,78.3,69.5,15.1,7.9,NCAA Tournament
6,Syracuse,11,7,.611,28,10,.737,80.2,71.7,17.2,9.5,NCAA Tournament
7,West Virginia,10,8,.556,23,12,.657,72.0,61.8,18.6,8.3,NCAA Tournament
8,Providence,10,8,.556,19,14,.576,78.1,76.7,7.8,7.2,
9,Cincinnati,8,10,.444,18,14,.563,68.3,66.3,7.8,6.8,
10,Notre Dame,8,10,.444,21,15,.583,75.8,70.7,12.3,8.7,
11,Seton Hall,7,11,.389,17,15,.531,74.3,72.8,7.5,6.5,
12,Georgetown,7,11,.389,16,15,.516,69.3,63.9,14.4,9.0,
13,St. John's (NY),6,12,.333,16,18,.471,65.9,67.6,4.3,6.8,
14,South Florida,4,14,.222,9,22,.290,59.0,64.6,2.6,8.2,
15,Rutgers,2,16,.111,11,21,.344,63.2,66.6,1.1,6.6,
16,DePaul,0,18,.000,9,24,.273,64.3,72.4,-1.2,6.9,
