Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Georgetown,13,3,.813,30,7,.811,69.1,58.0,19.6,9.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Louisville,12,4,.750,24,10,.706,71.6,63.1,16.1,7.7,NCAA Tournament
3,Pittsburgh,12,4,.750,29,8,.784,71.3,62.8,17.0,8.5,NCAA Tournament
4,Notre Dame,11,5,.688,24,8,.750,81.0,68.0,16.9,5.0,NCAA Tournament
5,Syracuse,10,6,.625,24,11,.686,75.6,68.0,14.0,6.5,*Overall W-L adjusted to 2-11
6,Marquette,10,6,.625,24,10,.706,71.9,64.9,14.1,7.0,NCAA Tournament
7,West Virginia,9,7,.563,27,9,.750,72.5,62.4,14.4,5.4,
8,DePaul,9,7,.563,20,14,.588,67.6,63.3,12.4,8.5,
9,Villanova,9,7,.563,22,11,.667,72.5,64.6,16.1,9.2,NCAA Tournament
10,Providence,8,8,.500,18,13,.581,76.0,71.7,9.9,6.7,
11,St. John's (NY),7,9,.438,16,15,.516,63.8,64.8,4.5,6.9,
12,Connecticut,6,10,.375,17,14,.548,70.4,62.5,13.2,6.1,
13,Seton Hall,4,12,.250,13,16,.448,74.7,72.8,5.9,5.4,
14,South Florida,3,13,.188,12,18,.400,65.7,67.0,2.3,4.4,
14,Rutgers,3,13,.188,10,19,.345,59.8,66.2,-2.3,5.9,
16,Cincinnati,2,14,.125,11,19,.367,64.6,67.7,3.8,7.0,
