Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Samford,15,3,.833,29,6,.829,86.1,74.5,6.3,-3.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,UNC Greensboro,12,6,.667,21,11,.656,75.7,69.8,-0.3,-2.9,
2,Chattanooga,12,6,.667,21,12,.636,78.2,71.6,-0.2,-3.9,
4,Western Carolina,11,7,.611,22,10,.688,76.8,68.7,2.0,-3.4,
5,Wofford,10,8,.556,17,15,.531,74.5,73.8,-3.9,-1.6,
5,Furman,10,8,.556,17,16,.515,79.5,75.9,0.2,-1.9,
7,East Tennessee State,8,10,.444,19,16,.543,71.5,69.6,-3.1,-2.7,
7,Mercer,8,10,.444,16,17,.485,71.2,71.8,-4.7,-2.6,
9,The Citadel,3,15,.167,11,21,.344,70.6,71.5,-6.5,-2.9,
10,Virginia Military Institute,1,17,.056,4,28,.125,68.9,82.6,-20.6,-2.4,
