Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Chattanooga,15,3,.833,29,6,.829,75.8,67.5,3.2,-3.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,East Tennessee State,14,4,.778,24,12,.667,78.1,74.6,-1.5,-2.3,
3,Furman,11,7,.611,19,16,.543,71.1,66.7,-2.8,-4.2,
3,Wofford,11,7,.611,15,17,.469,71.8,71.7,-3.7,-2.3,
5,Western Carolina,10,8,.556,16,18,.471,72.9,73.2,-5.0,-1.5,
5,North Carolina-Greensboro,10,8,.556,15,19,.441,72.6,73.4,-6.0,-3.2,
7,Mercer,8,10,.444,19,15,.559,71.9,68.8,-3.1,-4.5,
8,Samford,4,14,.222,14,19,.424,73.9,74.0,-5.9,-4.5,
8,Virginia Military Institute,4,14,.222,9,21,.300,69.4,75.5,-13.0,-3.1,
10,Citadel,3,15,.167,10,22,.313,86.0,92.6,-16.0,-4.7,
