Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina-Greensboro,15,3,.833,27,8,.771,73.2,62.5,4.5,-3.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,East Tennessee State,14,4,.778,25,9,.735,75.2,65.9,3.7,-4.1,
3,Furman,13,5,.722,23,10,.697,79.4,68.5,4.4,-3.6,
4,Wofford,11,7,.611,21,13,.618,75.8,70.7,-1.0,-2.4,
4,Mercer,11,7,.611,19,15,.559,75.3,69.8,-0.9,-3.5,
6,Western Carolina,8,10,.444,13,19,.406,68.4,75.6,-11.9,-1.6,
7,Samford,6,12,.333,10,22,.313,77.6,82.5,-11.1,-3.4,
8,Citadel,5,13,.278,11,21,.344,82.5,88.1,-13.6,-2.9,
9,Virginia Military Institute,4,14,.222,9,21,.300,65.1,73.8,-15.4,-4.3,
10,Chattanooga,3,15,.167,10,23,.303,69.4,73.5,-11.1,-4.1,
