Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Chattanooga,14,4,.778,27,8,.771,74.2,64.4,6.1,-0.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Furman,12,6,.667,22,12,.647,77.6,68.7,6.2,-1.4,
3,Samford,10,8,.556,21,11,.656,74.7,73.8,-3.0,-1.8,
3,Wofford,10,8,.556,19,13,.594,72.6,66.3,2.0,-1.6,
5,UNC Greensboro,9,9,.500,17,15,.531,65.1,65.0,-2.5,-2.0,
5,Virginia Military Institute,9,9,.500,16,16,.500,79.0,74.2,-2.5,-2.1,
7,Mercer,8,10,.444,16,17,.485,70.5,70.5,-3.4,-1.2,
8,East Tennessee State,7,11,.389,15,17,.469,72.1,73.0,-2.8,-0.4,
9,The Citadel,6,12,.333,13,18,.419,76.8,76.8,-6.8,-2.0,
10,Western Carolina,5,13,.278,11,21,.344,70.7,77.3,-10.5,-1.9,
