Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Davidson,15,1,.938,20,13,.606,78.5,72.8,0.8,-3.7,Reg. Season Champion
2,Chattanooga,12,4,.750,18,15,.545,75.4,73.9,-10.8,-7.9,
3,Wofford,11,5,.688,20,13,.606,66.8,62.2,-4.3,-5.9,NCAA Tournament; Conf. Tournament Champion
3,Elon,11,5,.688,18,14,.563,74.8,71.3,-4.0,-4.5,
5,Western Carolina,10,6,.625,19,15,.559,74.2,72.6,-6.8,-6.4,
6,North Carolina-Greensboro,7,9,.438,14,18,.438,70.8,74.2,-12.3,-6.1,
7,Georgia Southern,6,10,.375,15,19,.441,70.8,70.4,-11.4,-8.6,
7,Samford,6,10,.375,13,20,.394,70.5,76.4,-14.9,-7.4,
9,Appalachian State,5,11,.313,9,21,.300,67.8,71.7,-15.3,-7.1,
10,Furman,3,13,.188,9,21,.300,65.2,73.2,-17.4,-7.4,
11,Citadel,2,14,.125,7,26,.212,67.0,74.3,-17.6,-6.7,
