Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wofford,18,0,1.000,30,5,.857,82.3,65.6,13.9,0.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,North Carolina-Greensboro,15,3,.833,29,7,.806,76.1,67.9,4.1,-0.9,
3,Furman,13,5,.722,25,8,.758,77.6,66.1,7.5,-1.5,
3,East Tennessee State,13,5,.722,24,10,.706,79.6,69.7,5.2,-1.8,
5,Chattanooga,7,11,.389,12,20,.375,70.9,74.3,-7.9,-0.8,
6,Samford,6,12,.333,17,16,.515,78.3,75.4,0.7,-2.0,
6,Mercer,6,12,.333,11,20,.355,72.5,72.5,-2.9,-0.2,
8,Citadel,4,14,.222,12,18,.400,85.1,86.1,-7.9,0.0,
8,Virginia Military Institute,4,14,.222,11,21,.344,76.0,81.8,-10.5,0.1,
8,Western Carolina,4,14,.222,7,25,.219,72.0,80.1,-9.3,0.3,
