Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,East Tennessee State,14,4,.778,27,8,.771,79.5,69.7,7.3,-2.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,North Carolina-Greensboro,14,4,.778,25,10,.714,75.1,69.3,-0.1,-2.6,Reg. Season Champion
1,Furman,14,4,.778,23,12,.657,74.0,66.3,1.5,-3.8,Reg. Season Champion
4,Chattanooga,10,8,.556,19,12,.613,74.6,68.8,1.1,-2.1,
4,Wofford,10,8,.556,16,17,.485,78.6,75.1,-0.7,-1.1,
6,Mercer,9,9,.500,15,17,.469,70.9,68.3,-1.1,-0.9,
7,Samford,8,10,.444,20,16,.556,78.7,75.9,-1.9,-3.7,
8,Citadel,4,14,.222,12,21,.364,89.8,94.6,-12.9,-2.9,
8,Western Carolina,4,14,.222,9,23,.281,61.4,73.3,-15.3,-0.7,
10,Virginia Military Institute,3,15,.167,6,24,.200,68.6,78.2,-13.9,-1.8,
