Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Chattanooga,15,3,.833,29,9,.763,79.7,72.9,2.4,-2.9,Reg. Season Champion
2,UNC Greensboro,13,5,.722,20,12,.625,72.9,65.4,-1.0,-4.1,
3,Samford,12,6,.667,22,11,.667,82.9,75.5,1.1,-3.6,
3,East Tennessee State,12,6,.667,19,13,.594,71.9,66.5,-1.1,-5.2,
5,Furman,11,7,.611,25,10,.714,77.2,69.8,-0.1,-3.3,
6,Wofford,10,8,.556,19,16,.543,74.9,70.0,-0.1,-2.3,NCAA Tournament; Conf. Tournament Champion
7,Virginia Military Institute,7,11,.389,15,19,.441,73.3,73.1,-11.2,-4.9,
8,Mercer,6,12,.333,14,19,.424,76.1,75.3,-8.4,-5.1,
9,Western Carolina,4,14,.222,8,22,.267,69.7,79.0,-15.8,-2.4,
10,The Citadel,0,18,.000,5,25,.167,66.6,75.0,-18.4,-4.5,
