Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Virginia,13,4,.765,18,7,.720,68.2,60.5,15.3,7.6,NCAA Tournament; Reg. Season Champion
2,Florida State,11,4,.733,18,7,.720,77.2,69.2,17.1,9.2,NCAA Tournament
3,Virginia Tech,9,4,.692,15,7,.682,72.0,66.0,12.6,6.5,NCAA Tournament
4,Georgia Tech,11,6,.647,17,9,.654,74.9,70.0,12.8,7.9,NCAA Tournament; Conf. Tournament Champion
5,Clemson,10,6,.625,16,8,.667,64.9,61.9,12.5,9.5,NCAA Tournament
5,North Carolina,10,6,.625,18,11,.621,75.2,69.9,14.8,9.5,NCAA Tournament
7,Louisville,8,5,.615,13,7,.650,68.0,66.5,10.3,8.9,
8,Syracuse,9,7,.563,18,10,.643,74.8,70.1,13.3,8.6,NCAA Tournament
9,NC State,9,8,.529,14,11,.560,72.8,69.7,9.6,6.5,
10,Duke,9,9,.500,13,11,.542,76.0,71.3,13.0,8.3,
11,Notre Dame,7,11,.389,11,15,.423,72.7,74.3,7.7,9.4,
12,Pittsburgh,6,10,.375,10,12,.455,71.2,70.1,7.8,6.8,
13,Miami (FL),4,15,.211,10,17,.370,66.4,71.0,3.2,7.8,
14,Wake Forest,3,15,.167,6,16,.273,66.3,72.0,1.7,8.1,
15,Boston College,2,11,.154,4,16,.200,71.4,79.5,0.8,9.0,
