Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina,17,3,.850,29,8,.784,81.9,70.5,21.4,9.9,NCAA Tournament; Reg. Season Champion
2,Duke,15,5,.750,27,9,.750,78.6,66.3,20.7,8.4,NCAA Tournament
3,Virginia,13,7,.650,23,11,.676,62.9,59.8,10.5,7.3,NCAA Tournament
4,Pittsburgh,12,8,.600,22,11,.667,75.6,67.6,14.9,6.9,
5,Clemson,11,9,.550,24,12,.667,77.4,71.2,16.2,10.0,NCAA Tournament
5,Syracuse,11,9,.550,20,12,.625,76.3,75.6,8.5,9.4,
5,Wake Forest,11,9,.550,21,14,.600,78.1,70.7,14.9,7.5,
8,Virginia Tech,10,10,.500,19,15,.559,74.9,71.0,11.9,8.0,
8,Florida State,10,10,.500,17,16,.515,76.5,76.3,9.5,9.3,
10,NC State,9,11,.450,26,15,.634,75.6,71.8,12.8,8.9,NCAA Tournament; Conf. Tournament Champion; NCAA FF
11,Boston College,8,12,.400,20,16,.556,74.1,71.9,9.5,7.3,
12,Georgia Tech,7,13,.350,14,18,.438,71.0,75.2,4.6,8.8,
12,Notre Dame,7,13,.350,13,20,.394,64.0,67.2,4.9,8.1,
14,Miami (FL),6,14,.300,15,17,.469,75.8,73.6,9.6,7.5,
15,Louisville,3,17,.150,8,24,.250,72.0,79.1,0.4,7.5,
