Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina,14,2,.875,33,4,.892,88.0,70.3,28.4,10.7,NCAA Tournament; Reg. Season Champion; NCAA FF; NCAA Champion
2,Wake Forest,13,3,.813,27,6,.818,84.9,74.0,20.2,10.3,NCAA Tournament
3,Duke,11,5,.688,27,6,.818,78.2,65.2,23.0,10.0,NCAA Tournament; Conf. Tournament Champion
4,Virginia Tech,8,8,.500,16,14,.533,68.5,68.7,5.6,5.8,
5,Georgia Tech,8,8,.500,20,12,.625,74.1,66.7,17.2,9.8,NCAA Tournament
6,Miami (FL),7,9,.438,16,13,.552,71.4,69.7,9.5,7.8,
7,North Carolina State,7,9,.438,21,14,.600,73.1,66.1,16.2,9.2,NCAA Tournament
8,Maryland,7,9,.438,19,13,.594,81.9,76.0,13.8,7.9,
9,Clemson,5,11,.313,16,16,.500,71.7,69.3,11.2,8.9,
10,Florida State,4,12,.250,12,19,.387,68.6,70.0,6.8,9.0,
11,Virginia,4,12,.250,14,15,.483,72.8,76.0,7.5,10.6,
