Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Duke,14,2,.875,32,4,.889,81.1,68.1,21.8,8.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,North Carolina,12,4,.750,23,8,.742,79.4,68.6,18.5,7.8,NCAA Tournament
3,Boston College,11,5,.688,28,8,.778,74.2,66.2,13.8,6.1,NCAA Tournament
4,North Carolina State,10,6,.625,22,10,.688,74.5,67.4,12.7,5.6,NCAA Tournament
5,Florida State,9,7,.563,20,10,.667,76.7,69.2,12.4,4.9,
6,Maryland,8,8,.500,19,13,.594,78.3,73.5,10.7,6.7,
7,Virginia,7,9,.438,15,15,.500,67.9,67.7,6.7,7.7,
8,Miami (FL),7,9,.438,18,16,.529,67.9,65.1,9.8,7.0,
9,Clemson,7,9,.438,19,13,.594,74.3,67.9,10.3,5.0,
10,Virginia Tech,4,12,.250,14,16,.467,68.7,65.2,8.2,4.7,
11,Georgia Tech,4,12,.250,11,17,.393,71.9,72.1,5.4,5.7,
12,Wake Forest,3,13,.188,17,17,.500,73.0,71.7,8.2,6.9,
