Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina,14,4,.778,33,7,.825,82.8,70.0,23.4,10.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Virginia,13,5,.722,29,8,.784,71.0,60.1,22.0,11.1,NCAA Tournament
2,Miami (FL),13,5,.722,27,8,.771,75.2,67.4,18.5,10.7,NCAA Tournament
4,Louisville,12,6,.667,23,8,.742,75.0,61.1,21.6,7.7,
5,Duke,11,7,.611,25,11,.694,81.1,72.5,19.2,10.6,NCAA Tournament
5,Notre Dame,11,7,.611,24,12,.667,75.1,70.6,14.1,9.6,NCAA Tournament
7,Virginia Tech,10,8,.556,20,15,.571,75.0,72.6,9.9,7.5,
7,Clemson,10,8,.556,17,14,.548,69.6,64.5,12.0,6.9,
9,Pittsburgh,9,9,.500,21,12,.636,75.0,67.3,15.5,8.7,NCAA Tournament
9,Syracuse,9,9,.500,23,14,.622,70.0,65.1,14.6,9.8,NCAA Tournament; NCAA FF
11,Florida State,8,10,.444,20,14,.588,78.0,74.0,12.2,8.2,
11,Georgia Tech,8,10,.444,21,15,.583,73.3,70.7,12.5,10.0,
13,North Carolina State,5,13,.278,16,17,.485,75.2,74.4,9.8,9.0,
14,Wake Forest,2,16,.111,11,20,.355,74.0,79.0,5.5,10.5,
15,Boston College,0,18,.000,7,25,.219,61.2,70.5,-1.6,7.7,
