Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina,14,2,.875,36,3,.923,88.6,72.5,24.2,8.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Duke,13,3,.813,28,6,.824,83.2,69.4,21.5,9.3,NCAA Tournament
3,Clemson,10,6,.625,24,10,.706,79.2,69.8,18.0,9.1,NCAA Tournament
4,Virginia Tech,9,7,.563,21,14,.600,70.2,64.7,12.0,6.5,
5,Miami (FL),8,8,.500,23,11,.676,74.8,67.9,12.4,7.1,NCAA Tournament
6,Maryland,8,8,.500,19,15,.559,73.0,69.8,9.7,7.3,
7,Georgia Tech,7,9,.438,15,17,.469,77.6,76.0,10.8,9.6,
8,Wake Forest,7,9,.438,17,13,.567,72.2,69.4,9.3,8.8,
9,Florida State,7,9,.438,19,15,.559,72.1,69.0,10.4,7.3,
10,Virginia,5,11,.313,17,16,.515,76.8,74.8,7.6,5.6,
11,Boston College,4,12,.250,14,17,.452,71.1,72.4,6.5,7.8,
12,North Carolina State,4,12,.250,15,16,.484,67.3,69.7,5.4,9.1,
