Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Virginia,16,2,.889,30,4,.882,65.4,51.5,21.7,7.8,NCAA Tournament; Reg. Season Champion
2,Duke,15,3,.833,35,4,.897,79.3,64.2,25.0,9.9,NCAA Tournament; NCAA FF; NCAA Champion
3,Notre Dame,14,4,.778,32,6,.842,78.0,65.8,19.2,7.0,NCAA Tournament; Conf. Tournament Champion
4,Louisville,12,6,.667,27,9,.750,69.0,59.8,18.1,9.0,NCAA Tournament
5,North Carolina,11,7,.611,26,12,.684,77.7,68.8,20.6,11.8,NCAA Tournament
6,Miami (FL),10,8,.556,25,13,.658,68.2,63.3,12.0,7.1,
6,North Carolina State,10,8,.556,22,14,.611,70.1,65.8,14.1,9.7,NCAA Tournament
8,Syracuse,9,9,.500,18,13,.581,67.6,63.4,11.9,7.7,
9,Pittsburgh,8,10,.444,19,15,.559,67.0,65.6,8.5,7.4,
9,Clemson,8,10,.444,16,15,.516,62.7,62.2,7.7,7.2,
9,Florida State,8,10,.444,17,16,.515,66.6,67.0,6.7,7.0,
12,Wake Forest,5,13,.278,13,19,.406,69.0,72.1,4.6,7.7,
13,Boston College,4,14,.222,13,19,.406,65.8,67.4,6.3,7.9,
14,Georgia Tech,3,15,.167,12,19,.387,63.3,64.6,7.2,8.4,
15,Virginia Tech,2,16,.111,11,22,.333,65.3,69.4,1.3,5.3,
