Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Miami (FL),15,3,.833,29,7,.806,69.7,60.6,17.0,7.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Duke,14,4,.778,30,6,.833,77.2,65.3,21.4,9.5,NCAA Tournament
3,North Carolina,12,6,.667,25,11,.694,76.7,69.2,14.5,8.0,NCAA Tournament
4,North Carolina State,11,7,.611,24,11,.686,77.4,70.2,14.3,7.2,NCAA Tournament
4,Virginia,11,7,.611,23,12,.657,64.2,55.6,12.9,4.2,
6,Florida State,9,9,.500,18,16,.529,67.0,68.6,5.7,7.2,
7,Maryland,8,10,.444,25,13,.658,70.7,64.0,11.4,4.7,
8,Boston College,7,11,.389,16,17,.485,67.1,68.1,6.1,7.0,
9,Georgia Tech,6,12,.333,16,15,.516,64.3,62.4,6.6,4.7,
9,Wake Forest,6,12,.333,13,18,.419,67.5,70.3,3.4,6.2,
11,Clemson,5,13,.278,13,18,.419,61.5,60.1,5.8,4.4,
12,Virginia Tech,4,14,.222,13,19,.406,70.3,74.8,1.7,6.3,
