Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Duke,13,3,.813,35,5,.875,77.0,61.0,25.2,9.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF; NCAA Champion
2,Maryland,13,3,.813,24,9,.727,79.7,68.3,17.8,7.9,NCAA Tournament; Reg. Season Champion
3,Florida State,10,6,.625,22,10,.688,68.2,60.4,14.6,6.8,NCAA Tournament
4,Virginia Tech,10,6,.625,25,9,.735,72.7,65.1,11.6,5.1,
5,Wake Forest,9,7,.563,20,11,.645,72.8,69.5,11.5,8.9,NCAA Tournament
6,Clemson,9,7,.563,21,11,.656,73.4,64.5,15.7,7.9,NCAA Tournament
7,Georgia Tech,7,9,.438,23,13,.639,72.8,65.7,14.1,9.0,NCAA Tournament
8,Boston College,6,10,.375,15,16,.484,69.2,66.1,9.6,7.2,
9,Virginia,5,11,.313,15,16,.484,65.5,63.6,8.8,6.9,
10,North Carolina,5,11,.313,20,17,.541,74.5,71.9,10.1,9.8,
11,North Carolina State,5,11,.313,20,16,.556,66.6,64.5,8.5,7.3,
12,Miami (FL),4,12,.250,20,13,.606,72.4,64.7,11.4,7.0,
