Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Duke,17,1,.944,32,2,.941,82.3,63.1,31.6,12.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Virginia,15,3,.833,29,5,.853,80.6,68.4,21.6,9.4,NCAA Tournament
3,Miami (FL),13,5,.722,25,8,.758,81.9,71.2,18.0,7.3,NCAA Tournament
4,North Carolina,12,6,.667,24,8,.750,79.8,71.3,19.4,10.9,NCAA Tournament
4,Clemson,12,6,.667,24,10,.706,74.1,66.7,17.0,9.6,NCAA Tournament
6,Louisville,11,7,.611,23,10,.697,84.8,72.2,23.4,10.8,NCAA Tournament
7,NC State,10,8,.556,20,13,.606,83.7,76.5,18.0,10.8,NCAA Tournament
7,Florida State,10,8,.556,18,15,.545,80.4,77.9,11.7,9.2,
9,California,9,9,.500,21,11,.656,77.9,73.3,11.7,7.6,
9,Stanford,9,9,.500,20,12,.625,76.0,72.7,12.5,9.3,
11,Southern Methodist,8,10,.444,20,13,.606,84.2,77.6,17.3,10.7,NCAA Tournament
11,Virginia Tech,8,10,.444,19,13,.594,78.8,74.9,13.3,9.4,
13,Wake Forest,7,11,.389,17,16,.515,78.8,77.1,12.6,10.8,
14,Syracuse,6,12,.333,15,17,.469,75.0,74.3,10.3,9.5,
15,Pittsburgh,5,13,.278,13,20,.394,70.5,71.8,8.6,9.9,
16,Notre Dame,4,14,.222,13,18,.419,74.5,75.3,9.1,9.9,
16,Boston College,4,14,.222,11,20,.355,67.4,70.7,3.4,6.7,
18,Georgia Tech,2,16,.111,11,20,.355,73.8,77.4,3.1,6.7,
