Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Duke,16,4,.800,28,6,.824,80.2,67.1,19.2,6.1,NCAA Tournament; Reg. Season Champion
2,North Carolina,15,5,.750,24,9,.727,77.5,71.7,13.1,7.3,NCAA Tournament
2,Notre Dame,15,5,.750,22,10,.688,72.5,66.8,11.1,6.1,NCAA Tournament
4,Miami (FL),14,6,.700,23,10,.697,74.8,71.0,10.1,6.3,NCAA Tournament
5,Wake Forest,13,7,.650,23,9,.719,79.5,70.2,13.2,4.0,
6,Virginia,12,8,.600,19,13,.594,62.6,60.2,8.3,5.9,
7,Virginia Tech,11,9,.550,23,12,.657,70.7,62.3,14.2,5.7,NCAA Tournament; Conf. Tournament Champion
8,Florida State,10,10,.500,17,14,.548,71.0,71.9,6.2,7.1,
9,Syracuse,9,11,.450,16,17,.485,77.4,75.1,9.9,7.6,
10,Clemson,8,12,.400,17,16,.515,71.7,68.5,9.3,6.0,
11,Louisville,6,14,.300,13,19,.406,67.3,70.1,3.9,6.7,
11,Boston College,6,14,.300,13,20,.394,66.9,68.1,3.7,4.9,
11,Pittsburgh,6,14,.300,11,21,.344,61.5,68.1,0.1,6.6,
14,Georgia Tech,5,15,.250,12,20,.375,68.6,70.8,1.9,5.8,
15,NC State,4,16,.200,11,21,.344,73.0,75.6,3.5,6.1,
