Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Duke,19,1,.950,35,4,.897,83.2,62.8,30.7,10.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Clemson,18,2,.900,27,7,.794,76.1,65.8,17.8,7.5,NCAA Tournament
2,Louisville,18,2,.900,27,8,.771,78.5,69.5,18.5,9.5,NCAA Tournament
4,Southern Methodist,13,7,.650,24,11,.686,79.9,71.3,14.3,5.7,
4,Wake Forest,13,7,.650,21,11,.656,70.2,68.0,9.6,7.5,
4,North Carolina,13,7,.650,23,14,.622,80.7,74.7,17.3,11.2,NCAA Tournament
7,Stanford,11,9,.550,21,14,.600,73.5,70.7,8.8,6.1,
8,Georgia Tech,10,10,.500,17,17,.500,73.1,72.7,6.3,5.9,
9,Florida State,8,12,.400,17,15,.531,74.5,72.5,8.4,6.4,
9,Pittsburgh,8,12,.400,17,15,.531,75.9,70.8,13.3,8.2,
9,Virginia,8,12,.400,15,17,.469,64.8,66.8,5.7,7.7,
9,Notre Dame,8,12,.400,15,18,.455,72.6,72.5,7.1,6.9,
9,Virginia Tech,8,12,.400,13,19,.406,69.2,73.2,2.6,6.6,
14,Syracuse,7,13,.350,14,19,.424,74.7,77.8,5.0,8.0,
15,California,6,14,.300,14,19,.424,75.6,76.8,5.5,6.7,
16,NC State,5,15,.250,12,19,.387,69.6,70.4,5.6,6.4,
17,Boston College,4,16,.200,12,19,.387,70.4,75.8,-0.2,5.1,
18,Miami (FL),3,17,.150,7,24,.226,74.0,80.6,0.4,7.0,
