Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Miami (FL),15,5,.750,29,8,.784,79.1,71.9,14.0,6.8,NCAA Tournament; Reg. Season Champion; NCAA FF
1,Virginia,15,5,.750,25,8,.758,67.8,60.5,13.3,6.0,NCAA Tournament; Reg. Season Champion
3,Duke,14,6,.700,27,9,.750,72.0,63.6,15.8,7.4,NCAA Tournament; Conf. Tournament Champion
3,Clemson,14,6,.700,23,11,.676,74.7,67.9,10.5,3.7,
3,Pittsburgh,14,6,.700,24,12,.667,75.1,69.7,10.6,5.2,NCAA Tournament
6,NC State,12,8,.600,23,11,.676,77.7,70.8,12.5,5.6,NCAA Tournament
7,North Carolina,11,9,.550,20,13,.606,76.2,70.9,12.9,7.7,
8,Wake Forest,10,10,.500,19,14,.576,76.6,73.8,8.2,5.4,
8,Syracuse,10,10,.500,17,15,.531,74.1,72.9,5.4,4.2,
10,Boston College,9,11,.450,16,17,.485,66.6,70.2,1.1,4.7,
11,Virginia Tech,8,12,.400,19,15,.559,74.1,70.1,9.4,5.3,
12,Florida State,7,13,.350,9,23,.281,69.3,76.2,-0.4,6.5,
13,Georgia Tech,6,14,.300,15,18,.455,69.7,70.8,2.1,4.9,
14,Notre Dame,3,17,.150,11,21,.344,69.6,72.1,2.1,4.6,
15,Louisville,2,18,.100,4,28,.125,63.9,75.8,-5.4,6.5,
