Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina,13,3,.813,34,4,.895,89.8,72.0,25.5,8.3,NCAA Tournament; Reg. Season Champion; NCAA FF; NCAA Champion
2,Wake Forest,11,5,.688,24,7,.774,81.0,70.7,15.6,7.4,NCAA Tournament
3,Duke,11,5,.688,30,7,.811,77.5,65.9,20.1,9.1,NCAA Tournament; Conf. Tournament Champion
4,Florida State,10,6,.625,25,10,.714,68.3,64.9,11.4,7.9,NCAA Tournament
5,Clemson,9,7,.563,23,9,.719,78.3,68.0,15.6,6.6,NCAA Tournament
6,Boston College,9,7,.563,22,12,.647,74.4,70.5,10.4,7.2,NCAA Tournament
7,Maryland,7,9,.438,21,14,.600,71.8,69.1,11.1,9.0,NCAA Tournament
8,Virginia Tech,7,9,.438,19,15,.559,72.6,70.7,8.8,6.9,
9,Miami (FL),7,9,.438,19,13,.594,72.7,66.3,11.8,9.0,
10,North Carolina State,6,10,.375,16,14,.533,73.0,69.6,8.4,6.7,
11,Virginia,4,12,.250,10,18,.357,70.0,72.5,5.9,8.3,
12,Georgia Tech,2,14,.125,12,19,.387,71.2,71.5,5.6,7.3,
