Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Florida State,16,4,.800,26,5,.839,75.4,65.7,17.3,7.6,Reg. Season Champion
2,Duke,15,5,.750,25,6,.806,82.5,68.0,22.6,8.0,
2,Louisville,15,5,.750,24,7,.774,74.1,63.7,17.9,7.6,
2,Virginia,15,5,.750,23,7,.767,57.0,52.4,12.2,7.5,
5,Georgia Tech,11,9,.550,17,14,.548,68.6,66.4,10.5,9.2,
6,North Carolina State,10,10,.500,20,12,.625,74.6,69.7,12.0,7.1,
6,Notre Dame,10,10,.500,20,12,.625,74.3,68.7,11.2,5.6,
6,Syracuse,10,10,.500,18,14,.563,74.3,69.3,12.3,7.3,
9,Clemson,9,11,.450,16,15,.516,66.5,64.1,10.3,7.9,
10,Virginia Tech,7,13,.350,16,16,.500,68.6,66.5,8.2,6.2,
10,Miami (FL),7,13,.350,15,16,.484,71.2,73.2,6.6,8.7,
10,Boston College,7,13,.350,13,19,.406,64.6,70.6,1.8,7.9,
13,Pittsburgh,6,14,.300,16,17,.485,65.2,65.7,6.8,7.3,
13,North Carolina,6,14,.300,14,19,.424,72.2,72.8,9.4,10.1,
13,Wake Forest,6,14,.300,13,18,.419,73.4,74.9,6.7,8.1,
