Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,16,2,.889,32,7,.821,73.5,61.7,21.7,9.9,NCAA Tournament; Reg. Season Champion; NCAA FF
2,Missouri,14,4,.778,30,5,.857,80.4,66.3,19.8,5.7,NCAA Tournament; Conf. Tournament Champion
3,Baylor,12,6,.667,30,8,.789,74.7,65.3,16.5,8.0,NCAA Tournament
3,Iowa State,12,6,.667,23,11,.676,73.2,67.2,13.3,7.3,NCAA Tournament
5,Kansas State,10,8,.556,22,11,.667,71.0,64.1,14.5,7.5,NCAA Tournament
6,Texas,9,9,.500,20,14,.588,72.6,66.8,14.0,8.1,NCAA Tournament
7,Oklahoma State,7,11,.389,15,18,.455,66.9,68.2,7.0,9.0,
8,Oklahoma,5,13,.278,15,16,.484,69.1,68.5,7.3,6.7,
9,Texas A&M,4,14,.222,14,18,.438,61.1,61.5,5.6,6.5,
10,Texas Tech,1,17,.056,8,23,.258,59.5,68.2,-2.6,6.1,
