Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,14,4,.778,25,10,.714,79.0,70.1,20.3,11.4,NCAA Tournament; Reg. Season Champion
2,Oklahoma,12,6,.667,23,10,.697,81.9,76.0,14.9,9.0,NCAA Tournament
3,Iowa State,11,7,.611,28,8,.778,83.0,74.4,18.5,9.9,NCAA Tournament; Conf. Tournament Champion
3,Texas,11,7,.611,24,11,.686,74.2,70.7,12.7,9.2,NCAA Tournament
5,Kansas State,10,8,.556,20,13,.606,69.1,65.4,12.1,8.5,NCAA Tournament
6,Baylor,9,9,.500,26,12,.684,74.8,67.8,15.8,10.1,NCAA Tournament
6,West Virginia,9,9,.500,17,16,.515,77.2,73.4,11.8,8.0,
8,Oklahoma State,8,10,.444,21,13,.618,80.2,69.6,19.0,8.3,NCAA Tournament
9,Texas Tech,6,12,.333,14,18,.438,68.4,68.4,8.6,8.6,
10,Texas Christian,0,18,.000,9,22,.290,63.6,72.5,-1.3,7.9,
