Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,14,2,.875,33,5,.868,78.4,61.7,22.6,6.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Texas A&M,13,3,.813,27,7,.794,75.6,59.4,21.3,5.1,NCAA Tournament
3,Texas,12,4,.750,25,10,.714,81.7,72.2,15.6,6.1,NCAA Tournament
4,Kansas State,10,6,.625,23,12,.657,70.5,65.1,10.4,5.5,
5,Texas Tech,9,7,.563,21,13,.618,71.7,69.1,9.7,7.2,NCAA Tournament
6,Missouri,7,9,.438,18,12,.600,77.6,71.9,10.8,5.0,
7,Oklahoma State,6,10,.375,22,13,.629,75.0,70.3,9.6,6.3,
8,Iowa State,6,10,.375,15,16,.484,63.6,65.4,1.8,5.2,
9,Oklahoma,6,10,.375,16,15,.516,66.8,59.6,13.0,7.2,
10,Nebraska,6,10,.375,17,14,.548,66.8,64.2,6.9,5.4,
11,Baylor,4,12,.250,15,16,.484,75.3,73.0,5.4,3.9,
12,Colorado,3,13,.188,7,20,.259,69.1,80.1,-4.1,7.3,
