Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas Tech,14,4,.778,31,7,.816,72.8,59.5,22.8,9.5,NCAA Tournament; Reg. Season Champion; NCAA FF
1,Kansas State,14,4,.778,25,9,.735,65.8,59.6,15.4,9.2,NCAA Tournament; Reg. Season Champion
3,Kansas,12,6,.667,26,10,.722,75.7,70.1,18.3,12.8,NCAA Tournament
4,Baylor,10,8,.556,20,14,.588,71.8,67.7,13.4,9.3,NCAA Tournament
5,Iowa State,9,9,.500,23,12,.657,76.9,68.1,18.1,9.3,NCAA Tournament; Conf. Tournament Champion
6,Texas,8,10,.444,21,16,.568,71.0,66.4,16.1,11.5,
7,Texas Christian,7,11,.389,23,14,.622,73.8,69.6,13.8,9.6,
7,Oklahoma,7,11,.389,20,14,.588,71.3,68.2,15.3,12.2,NCAA Tournament
9,Oklahoma State,5,13,.278,12,20,.375,68.1,71.5,8.1,11.5,
10,West Virginia,4,14,.222,15,21,.417,73.8,77.4,6.9,10.6,
