Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Oklahoma State,14,2,.875,31,4,.886,77.1,62.5,20.8,7.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Texas,12,4,.750,25,8,.758,76.6,66.5,18.5,8.4,NCAA Tournament
3,Kansas,12,4,.750,24,9,.727,75.8,67.2,17.1,9.4,NCAA Tournament
4,Colorado,10,6,.625,18,11,.621,74.2,70.7,9.7,7.2,
5,Texas Tech,9,7,.563,23,11,.676,73.2,66.7,14.7,8.2,NCAA Tournament
6,Missouri,9,7,.563,16,14,.533,74.2,72.6,10.7,9.0,
7,Oklahoma,8,8,.500,20,11,.645,66.4,62.1,10.5,6.3,
8,Iowa State,7,9,.438,20,13,.606,74.6,72.7,9.2,8.1,
9,Kansas State,6,10,.375,14,14,.500,69.4,65.5,8.7,4.8,
10,Nebraska,6,10,.375,18,13,.581,70.5,62.9,12.7,5.1,
11,Baylor,3,13,.188,8,21,.276,63.7,70.4,-2.7,5.2,
12,Texas A&M,0,16,.000,7,21,.250,71.9,76.4,-1.5,3.0,
