Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,13,5,.722,27,9,.750,71.1,64.8,18.5,12.1,NCAA Tournament; Reg. Season Champion
2,Iowa State,12,6,.667,25,9,.735,77.8,69.0,17.9,9.1,NCAA Tournament; Conf. Tournament Champion
2,Oklahoma,12,6,.667,24,11,.686,71.5,62.7,18.7,9.9,NCAA Tournament
4,West Virginia,11,7,.611,25,10,.714,72.6,66.8,15.1,9.3,NCAA Tournament
4,Baylor,11,7,.611,24,10,.706,69.1,60.2,17.8,9.3,NCAA Tournament
6,Texas,8,10,.444,20,14,.588,67.4,60.3,16.2,9.1,NCAA Tournament
6,Oklahoma State,8,10,.444,18,14,.563,67.5,62.8,13.0,9.6,NCAA Tournament
6,Kansas State,8,10,.444,15,17,.469,63.0,63.8,8.5,9.3,
9,Texas Christian,4,14,.222,18,15,.545,68.2,62.4,11.1,5.3,
10,Texas Tech,3,15,.167,13,19,.406,60.9,64.3,3.8,7.2,
