Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas,13,3,.813,30,7,.811,75.2,60.3,21.9,7.0,NCAA Tournament; Reg. Season Champion
2,Kansas,13,3,.813,25,8,.758,75.2,61.3,20.0,7.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
3,Oklahoma,11,5,.688,20,9,.690,68.8,63.7,11.9,6.8,NCAA Tournament
4,Texas A&M,10,6,.625,22,9,.710,68.7,60.3,13.2,4.8,NCAA Tournament
5,Colorado,9,7,.563,20,10,.667,76.8,70.2,11.2,4.6,
6,Nebraska,7,9,.438,19,14,.576,66.7,66.1,6.3,6.7,
7,Oklahoma State,6,10,.375,17,16,.515,70.4,65.8,11.2,6.7,
8,Texas Tech,6,10,.375,15,17,.469,68.3,68.6,6.3,6.6,
9,Kansas State,6,10,.375,15,13,.536,68.3,63.9,9.0,6.3,
10,Iowa State,6,10,.375,16,14,.533,77.3,74.6,9.4,7.3,
11,Missouri,5,11,.313,12,16,.429,66.3,70.4,2.0,6.1,
12,Baylor,4,12,.250,4,13,.235,63.2,72.5,2.3,11.7,
