Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,13,5,.722,28,8,.778,75.4,68.1,19.2,11.8,NCAA Tournament; Reg. Season Champion
2,Texas,12,6,.667,29,9,.763,78.0,67.8,20.6,10.4,NCAA Tournament; Conf. Tournament Champion
3,Kansas State,11,7,.611,26,10,.722,76.2,69.9,15.8,9.5,NCAA Tournament
3,Baylor,11,7,.611,23,11,.676,77.0,70.3,17.3,10.5,NCAA Tournament
5,TCU,9,9,.500,22,13,.629,75.3,68.4,15.6,8.8,NCAA Tournament
5,Iowa State,9,9,.500,19,14,.576,67.6,62.6,15.4,10.4,NCAA Tournament
7,Oklahoma State,8,10,.444,20,16,.556,68.3,65.8,12.6,10.2,
8,West Virginia,7,11,.389,19,15,.559,76.0,70.9,16.0,10.9,NCAA Tournament
9,Texas Tech,5,13,.278,16,16,.500,73.3,69.0,12.6,8.2,
9,Oklahoma,5,13,.278,15,17,.469,67.7,67.5,11.4,11.3,
