Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Oklahoma,12,4,.750,25,8,.758,75.2,63.3,20.0,8.8,NCAA Tournament; Reg. Season Champion
2,Kansas,12,4,.750,23,7,.767,75.0,65.2,20.7,10.8,NCAA Tournament; Reg. Season Champion
3,Oklahoma State,11,5,.688,26,7,.788,78.3,65.2,21.4,9.7,NCAA Tournament; Conf. Tournament Champion
4,Texas Tech,10,6,.625,22,11,.667,76.8,69.3,16.2,9.1,NCAA Tournament
5,Iowa State,9,7,.563,19,12,.613,68.1,64.7,11.4,8.4,NCAA Tournament
6,Texas,9,7,.563,20,11,.645,76.9,68.5,15.5,7.6,NCAA Tournament
7,Texas A&M,8,8,.500,21,10,.677,73.6,63.5,13.2,5.2,
8,Missouri,7,9,.438,16,17,.485,64.4,66.3,7.3,9.2,
9,Nebraska,7,9,.438,14,14,.500,68.0,63.9,9.4,6.4,
10,Kansas State,6,10,.375,17,12,.586,69.1,65.9,10.0,7.7,
11,Colorado,4,12,.250,14,16,.467,71.6,73.9,4.9,8.5,
12,Baylor,1,15,.063,9,19,.321,66.5,71.7,-2.8,4.1,
