Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas,13,3,.813,31,7,.816,75.5,64.9,18.1,8.6,NCAA Tournament; Reg. Season Champion
2,Kansas,13,3,.813,37,3,.925,80.5,61.5,26.9,8.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF; NCAA Champion
3,Kansas State,10,6,.625,21,12,.636,78.0,68.9,15.8,7.8,NCAA Tournament
4,Oklahoma,9,7,.563,23,12,.657,67.9,63.8,12.0,7.9,NCAA Tournament
5,Baylor,9,7,.563,21,11,.656,81.3,74.9,11.5,5.7,NCAA Tournament
6,Texas A&M,8,8,.500,25,11,.694,70.8,61.6,16.2,7.5,NCAA Tournament
7,Nebraska,7,9,.438,20,13,.606,67.1,60.7,11.3,6.3,
8,Texas Tech,7,9,.438,16,15,.516,69.9,69.3,7.4,7.6,
9,Oklahoma State,7,9,.438,17,16,.515,68.4,66.5,9.4,7.7,
10,Missouri,6,10,.375,16,16,.500,77.1,72.3,11.7,6.9,
11,Iowa State,4,12,.250,14,18,.438,64.0,65.6,4.0,8.0,
12,Colorado,3,13,.188,12,20,.375,62.4,64.4,4.1,6.8,
