Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,14,2,.875,27,8,.771,76.4,65.4,18.0,7.9,NCAA Tournament; Reg. Season Champion
2,Oklahoma,13,3,.813,30,6,.833,78.7,67.5,18.1,6.9,NCAA Tournament
3,Missouri,12,4,.750,31,7,.816,81.5,67.7,19.6,6.7,NCAA Tournament; Conf. Tournament Champion
4,Kansas State,9,7,.563,22,12,.647,75.2,66.6,12.2,5.2,
5,Texas,9,7,.563,23,12,.657,72.3,65.6,14.8,8.1,NCAA Tournament
6,Texas A&M,9,7,.563,24,10,.706,71.8,67.1,10.5,6.1,NCAA Tournament
7,Oklahoma State,9,7,.563,23,12,.657,80.9,74.5,13.8,7.4,NCAA Tournament
8,Nebraska,8,8,.500,18,13,.581,64.5,60.4,8.9,4.8,
9,Baylor,5,11,.313,24,15,.615,76.0,70.1,12.5,7.9,
10,Iowa State,4,12,.250,15,17,.469,64.9,65.6,3.5,5.7,
11,Texas Tech,3,13,.188,14,19,.424,77.7,79.0,5.0,8.0,
12,Colorado,1,15,.063,9,22,.290,62.9,67.5,-0.1,5.0,
