Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Iowa State,14,2,.875,32,5,.865,78.3,65.1,19.1,7.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Texas,13,3,.813,24,9,.727,74.5,63.7,20.4,9.6,NCAA Tournament
3,Oklahoma,12,4,.750,27,7,.794,74.9,62.3,19.2,6.6,NCAA Tournament
4,Oklahoma State,12,4,.750,27,7,.794,77.1,62.3,20.0,6.6,NCAA Tournament
5,Kansas,11,5,.688,24,10,.706,78.7,70.1,17.9,9.8,NCAA Tournament
6,Missouri,10,6,.625,18,13,.581,74.3,69.9,12.5,8.2,NCAA Tournament
7,Colorado,7,9,.438,18,14,.563,75.2,71.8,8.6,6.3,
8,Nebraska,4,12,.250,11,19,.367,68.3,74.0,1.2,6.8,
9,Baylor,4,12,.250,14,15,.483,66.7,67.8,2.2,4.6,
10,Texas A&M,4,12,.250,8,20,.286,65.2,74.5,-3.8,5.5,
11,Texas Tech,3,13,.188,12,16,.429,70.3,72.1,3.3,5.7,
12,Kansas State,2,14,.125,9,19,.321,68.1,75.4,1.0,8.3,
