Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,15,3,.833,33,5,.868,81.3,67.6,23.9,11.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,West Virginia,13,5,.722,26,9,.743,78.5,66.7,21.6,9.8,NCAA Tournament
3,Oklahoma,12,6,.667,29,8,.784,79.7,71.1,19.8,11.1,NCAA Tournament; NCAA FF
4,Texas,11,7,.611,20,13,.606,71.4,68.3,14.8,11.7,NCAA Tournament
5,Iowa State,10,8,.556,23,12,.657,81.8,75.0,16.9,10.2,NCAA Tournament
5,Baylor,10,8,.556,22,12,.647,77.1,69.6,16.1,9.8,NCAA Tournament
7,Texas Tech,9,9,.500,19,13,.594,72.0,69.9,12.4,10.3,NCAA Tournament
8,Kansas State,5,13,.278,17,16,.515,70.7,68.2,12.3,9.8,
9,Oklahoma State,3,15,.167,12,20,.375,66.5,67.1,8.2,8.8,
10,Texas Christian,2,16,.111,12,21,.364,66.9,71.5,4.1,8.6,
