Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,14,2,.875,30,8,.789,82.7,66.9,25.0,10.5,NCAA Tournament; Reg. Season Champion; NCAA FF
2,Texas,13,3,.813,26,7,.788,79.3,69.7,18.9,9.3,NCAA Tournament; NCAA FF
3,Oklahoma,12,4,.750,27,7,.794,70.4,60.0,18.9,8.5,NCAA Tournament; Conf. Tournament Champion
4,Oklahoma State,10,6,.625,22,10,.688,69.5,62.6,14.6,8.5,NCAA Tournament
5,Missouri,9,7,.563,22,11,.667,72.4,67.7,14.9,10.1,NCAA Tournament
6,Colorado,9,7,.563,20,12,.625,75.2,70.3,12.8,8.0,NCAA Tournament
7,Texas Tech,6,10,.375,22,13,.629,72.7,66.1,14.8,8.3,
8,Texas A&M,6,10,.375,14,14,.500,72.0,73.2,6.0,7.2,
9,Iowa State,5,11,.313,17,14,.548,70.5,66.2,9.8,6.1,
10,Baylor,5,11,.313,14,14,.500,69.0,68.4,6.0,5.4,
11,Kansas State,4,12,.250,13,17,.433,69.6,66.2,10.1,7.4,
12,Nebraska,3,13,.188,11,19,.367,63.3,68.5,3.5,9.2,
