Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kansas,14,4,.778,28,6,.824,78.6,68.1,21.8,11.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Baylor,14,4,.778,26,6,.813,76.5,63.6,21.9,9.0,NCAA Tournament; Reg. Season Champion
3,Texas Tech,12,6,.667,25,9,.735,71.7,60.3,19.9,8.5,NCAA Tournament
4,Texas,10,8,.556,21,11,.656,68.3,59.6,17.2,8.5,NCAA Tournament
5,TCU,8,10,.444,20,12,.625,68.1,65.0,12.9,9.8,NCAA Tournament
5,Oklahoma State,8,10,.444,15,15,.500,68.4,65.7,13.3,10.6,
7,Iowa State,7,11,.389,20,12,.625,66.5,63.0,12.4,8.9,NCAA Tournament
7,Oklahoma,7,11,.389,18,15,.545,68.5,64.7,14.1,10.3,
9,Kansas State,6,12,.333,14,17,.452,69.0,67.5,10.7,9.2,
10,West Virginia,4,14,.222,16,17,.485,68.5,69.0,10.2,10.8,
