Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Florida,16,2,.889,26,7,.788,86.8,72.0,27.9,13.1,NCAA Tournament
2,Arkansas,13,5,.722,26,8,.765,89.9,80.1,22.4,12.6,NCAA Tournament; Conf. Tournament Champion
2,Alabama,13,5,.722,23,9,.719,91.7,83.5,22.7,14.4,NCAA Tournament
4,Vanderbilt,11,7,.611,26,8,.765,86.4,75.2,22.8,11.7,NCAA Tournament
4,Tennessee,11,7,.611,22,11,.667,79.5,69.4,22.1,12.0,NCAA Tournament
4,Texas A&M,11,7,.611,21,11,.656,87.7,79.6,16.8,8.6,NCAA Tournament
7,Georgia,10,8,.556,22,10,.688,89.8,79.2,19.6,8.9,NCAA Tournament
7,Missouri,10,8,.556,20,12,.625,79.7,75.3,13.1,8.8,NCAA Tournament
7,Kentucky,10,8,.556,21,13,.618,80.8,73.8,19.8,12.9,NCAA Tournament
10,Texas,9,9,.500,18,14,.563,83.8,76.8,16.2,10.3,NCAA Tournament
11,Oklahoma,7,11,.389,19,15,.559,82.7,77.1,15.0,9.4,
11,Auburn,7,11,.389,17,16,.515,82.7,79.4,17.0,13.7,Reg. Season Champion
13,Mississippi State,5,13,.278,13,19,.406,77.6,81.8,7.3,11.5,
14,Mississippi,4,14,.222,15,20,.429,75.9,76.1,11.1,11.4,
14,South Carolina,4,14,.222,13,19,.406,74.9,76.5,7.6,9.2,
16,Louisiana State,3,15,.167,15,17,.469,81.4,78.5,12.7,9.8,
