Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Auburn,15,3,.833,32,6,.842,83.0,69.4,28.7,15.1,NCAA Tournament; Reg. Season Champion; NCAA FF
2,Florida,14,4,.778,36,4,.900,84.8,69.6,27.8,12.6,NCAA Tournament; Conf. Tournament Champion; NCAA FF; NCAA Champion
3,Alabama,13,5,.722,28,9,.757,90.7,81.3,25.5,16.1,NCAA Tournament
4,Tennessee,12,6,.667,30,8,.789,74.0,63.1,24.2,13.2,NCAA Tournament
5,Texas A&M,11,7,.611,23,11,.676,74.6,68.7,19.3,13.4,NCAA Tournament
6,Kentucky,10,8,.556,24,12,.667,84.4,77.2,21.3,14.0,NCAA Tournament
6,Mississippi,10,8,.556,24,12,.667,77.2,71.7,18.3,12.8,NCAA Tournament
6,Missouri,10,8,.556,22,12,.647,83.6,73.6,19.5,9.5,NCAA Tournament
9,Mississippi State,8,10,.444,21,13,.618,79.5,74.2,17.1,11.8,NCAA Tournament
9,Arkansas,8,10,.444,22,14,.611,76.8,71.4,17.1,11.7,NCAA Tournament
9,Georgia,8,10,.444,20,13,.606,75.3,69.9,16.4,10.9,NCAA Tournament
9,Vanderbilt,8,10,.444,20,13,.606,78.9,74.3,14.7,10.1,NCAA Tournament
13,Oklahoma,6,12,.333,20,14,.588,78.3,74.6,14.9,11.2,NCAA Tournament
13,Texas,6,12,.333,19,16,.543,78.5,72.6,15.7,9.8,NCAA Tournament
15,Louisiana State,3,15,.167,14,18,.438,73.8,73.6,9.9,9.7,
16,South Carolina,2,16,.111,12,20,.375,69.8,71.4,9.9,11.5,
