Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kentucky,15,3,.833,25,6,.806,74.4,66.1,15.8,7.5,Reg. Season Champion
2,Auburn,12,6,.667,25,6,.806,78.0,70.4,15.0,7.4,
2,Louisiana State,12,6,.667,21,10,.677,80.5,73.3,14.4,7.2,
4,Mississippi State,11,7,.611,20,11,.645,73.4,68.1,12.2,7.0,
4,Florida,11,7,.611,19,12,.613,71.9,66.0,14.9,9.1,
6,South Carolina,10,8,.556,18,13,.581,73.4,69.5,10.3,6.4,
6,Texas A&M,10,8,.556,16,14,.533,63.1,65.2,4.9,7.0,
8,Tennessee,9,9,.500,17,14,.548,67.1,64.2,11.2,8.3,
9,Alabama,8,10,.444,16,15,.516,82.0,79.0,11.1,8.1,
10,Arkansas,7,11,.389,20,12,.625,75.8,69.6,13.5,7.3,
10,Missouri,7,11,.389,15,16,.484,67.1,65.2,8.5,6.5,
12,Mississippi,6,12,.333,15,17,.469,69.0,68.5,7.4,6.9,
13,Georgia,5,13,.278,16,16,.500,75.9,75.6,8.3,8.1,
14,Vanderbilt,3,15,.167,11,21,.344,71.7,75.0,3.2,6.4,
