Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Auburn,13,5,.722,26,8,.765,81.9,73.2,16.0,7.3,NCAA Tournament; Reg. Season Champion
1,Tennessee,13,5,.722,26,9,.743,73.8,65.7,18.2,10.1,NCAA Tournament; Reg. Season Champion
3,Florida,11,7,.611,21,13,.618,75.8,69.2,16.7,10.1,NCAA Tournament
4,Kentucky,10,8,.556,26,11,.703,76.8,70.2,17.2,10.7,NCAA Tournament; Conf. Tournament Champion
4,Arkansas,10,8,.556,23,12,.657,80.5,75.6,14.8,9.8,NCAA Tournament
4,Missouri,10,8,.556,20,13,.606,72.7,68.1,13.8,9.2,NCAA Tournament
7,Mississippi State,9,9,.500,25,12,.676,73.4,67.8,11.7,6.8,
7,Texas A&M,9,9,.500,22,13,.629,75.2,70.5,15.3,10.6,NCAA Tournament
9,Alabama,8,10,.444,20,16,.556,72.3,70.6,12.3,10.6,NCAA Tournament
9,Louisiana State,8,10,.444,18,15,.545,77.5,74.6,10.9,8.0,
11,Georgia,7,11,.389,18,15,.545,68.1,66.7,10.2,8.9,
11,South Carolina,7,11,.389,17,16,.515,70.1,69.0,9.5,9.2,
13,Vanderbilt,6,12,.333,12,20,.375,72.4,74.0,8.5,10.1,
14,Mississippi,5,13,.278,12,20,.375,75.8,78.1,6.9,9.2,
