Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alabama,16,2,.889,31,6,.838,81.8,68.3,23.2,9.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Texas A&M,15,3,.833,25,10,.714,72.8,66.5,13.8,7.4,NCAA Tournament
3,Kentucky,12,6,.667,22,12,.647,74.5,67.8,14.8,8.1,NCAA Tournament
4,Missouri,11,7,.611,25,10,.714,78.9,74.4,11.4,6.9,NCAA Tournament
4,Tennessee,11,7,.611,25,11,.694,70.8,57.9,20.8,8.0,NCAA Tournament
4,Vanderbilt,11,7,.611,22,15,.595,71.9,71.5,9.0,8.5,
7,Auburn,10,8,.556,21,13,.618,72.8,67.7,14.3,9.3,NCAA Tournament
8,Florida,9,9,.500,16,17,.485,71.2,68.6,10.9,8.3,
9,Mississippi State,8,10,.444,21,13,.618,65.7,61.0,11.4,6.7,NCAA Tournament
9,Arkansas,8,10,.444,22,14,.611,74.1,67.9,16.0,9.9,NCAA Tournament
11,Georgia,6,12,.333,16,16,.500,68.5,71.5,1.8,4.8,
12,South Carolina,4,14,.222,11,21,.344,64.3,72.6,-2.3,6.0,
13,Mississippi,3,15,.167,12,21,.364,67.5,69.1,5.7,7.3,
14,Louisiana State,2,16,.111,14,19,.424,67.6,70.7,3.3,6.4,
