Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Auburn,15,3,.833,28,6,.824,78.2,67.2,19.2,8.2,NCAA Tournament; Reg. Season Champion
2,Tennessee,14,4,.778,27,8,.771,73.5,62.9,20.5,9.9,NCAA Tournament; Conf. Tournament Champion
2,Kentucky,14,4,.778,26,8,.765,79.4,66.6,20.9,8.0,NCAA Tournament
4,Arkansas,13,5,.722,28,9,.757,75.9,68.3,16.3,8.6,NCAA Tournament
5,Texas A&M,9,9,.500,27,13,.675,72.7,66.1,12.9,7.4,
5,Louisiana State,9,9,.500,22,12,.647,72.6,63.4,17.5,8.3,NCAA Tournament
5,Florida,9,9,.500,20,14,.588,70.6,66.5,11.9,7.8,
5,South Carolina,9,9,.500,18,13,.581,71.0,70.3,7.1,8.4,
5,Alabama,9,9,.500,19,14,.576,79.5,76.5,14.6,11.6,NCAA Tournament
10,Mississippi State,8,10,.444,18,16,.529,70.5,66.2,11.8,7.6,
11,Vanderbilt,7,11,.389,19,17,.528,70.8,67.8,11.0,8.1,
12,Missouri,5,13,.278,12,21,.364,65.5,70.5,2.9,9.1,
13,Mississippi,4,14,.222,13,19,.406,68.1,68.7,6.7,7.2,
14,Georgia,1,17,.056,6,26,.188,69.8,78.5,-0.6,8.1,
