Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Kentucky,16,2,.889,32,6,.842,84.9,71.5,23.9,10.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Florida,14,4,.778,27,9,.750,77.9,66.5,22.4,11.0,NCAA Tournament
3,Arkansas,12,6,.667,26,10,.722,79.3,73.9,14.0,8.6,NCAA Tournament
3,South Carolina,12,6,.667,26,11,.703,73.2,65.2,17.5,10.2,NCAA Tournament; NCAA FF
5,Mississippi,10,8,.556,22,14,.611,78.0,76.3,9.7,8.0,
5,Alabama,10,8,.556,19,15,.559,68.5,64.7,11.3,7.5,
5,Vanderbilt,10,8,.556,19,16,.543,71.1,68.1,13.7,10.7,NCAA Tournament
8,Georgia,9,9,.500,19,15,.559,71.6,70.4,11.1,10.3,
9,Texas A&M,8,10,.444,16,15,.516,70.2,67.8,10.4,8.0,
9,Tennessee,8,10,.444,16,16,.500,74.5,73.0,11.3,10.2,
11,Auburn,7,11,.389,18,14,.563,80.4,79.6,8.2,7.3,
12,Mississippi State,6,12,.333,16,16,.500,72.5,71.3,7.1,5.9,
13,Louisiana State,2,16,.111,10,21,.323,74.8,83.0,0.5,8.7,
13,Missouri,2,16,.111,8,24,.250,69.2,72.9,3.0,6.7,
