Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alabama,16,2,.889,21,6,.778,79.6,70.3,19.6,10.3,
2,Arkansas,13,4,.765,21,5,.808,83.3,70.7,18.6,5.9,
3,Louisiana State,11,6,.647,16,8,.667,82.7,75.4,15.5,8.3,
4,Tennessee,10,7,.588,17,7,.708,72.5,62.7,18.1,8.4,
5,Florida,9,7,.563,13,8,.619,74.6,69.8,15.7,10.9,
6,Mississippi,10,8,.556,15,10,.600,68.7,63.1,12.0,6.4,
7,Missouri,8,8,.500,15,8,.652,74.1,72.1,13.2,11.2,
8,Kentucky,8,9,.471,9,15,.375,70.3,70.0,12.8,12.5,
9,Mississippi State,8,10,.444,14,13,.519,69.4,65.7,10.0,6.2,
10,Georgia,7,11,.389,14,11,.560,77.8,78.2,7.2,8.5,
10,Auburn,7,11,.389,13,14,.481,77.2,76.4,10.5,9.8,
12,South Carolina,4,12,.250,6,14,.300,73.2,79.3,4.6,10.7,
13,Texas A&M,2,8,.200,8,9,.471,64.1,66.2,3.0,5.2,
14,Vanderbilt,3,13,.188,8,15,.348,71.8,72.7,6.6,7.5,
