Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Louisiana State,16,2,.889,28,7,.800,80.4,73.1,16.5,9.2,NCAA Tournament; Reg. Season Champion
2,Tennessee,15,3,.833,31,6,.838,82.0,69.7,21.5,10.2,NCAA Tournament
2,Kentucky,15,3,.833,30,7,.811,75.8,64.7,21.4,10.3,NCAA Tournament
4,Auburn,11,7,.611,30,10,.750,79.7,68.8,20.8,10.9,NCAA Tournament; Conf. Tournament Champion; NCAA FF
4,South Carolina,11,7,.611,16,16,.500,72.7,72.4,8.3,9.6,
6,Mississippi State,10,8,.556,23,11,.676,77.3,70.4,16.0,9.1,NCAA Tournament
6,Mississippi,10,8,.556,20,13,.606,75.3,71.1,12.3,8.1,NCAA Tournament
8,Florida,9,9,.500,20,16,.556,67.8,63.6,15.4,11.2,NCAA Tournament
9,Alabama,8,10,.444,18,16,.529,72.0,71.6,9.5,9.0,
9,Arkansas,8,10,.444,18,16,.529,75.3,72.3,11.7,8.8,
11,Texas A&M,6,12,.333,14,18,.438,70.4,71.8,7.2,8.6,
12,Missouri,5,13,.278,15,17,.469,67.2,67.8,8.6,9.2,
13,Georgia,2,16,.111,11,21,.344,71.1,73.9,5.3,8.1,
14,Vanderbilt,0,18,.000,9,23,.281,68.1,72.3,3.6,7.8,
