Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Florida,18,0,1.000,36,3,.923,69.9,57.8,20.7,8.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Kentucky,12,6,.667,29,11,.725,74.8,66.6,18.1,9.9,NCAA Tournament; NCAA FF
2,Georgia,12,6,.667,20,14,.588,68.9,66.8,7.9,5.8,
4,Tennessee,11,7,.611,24,13,.649,72.2,61.7,17.3,7.8,NCAA Tournament
5,Arkansas,10,8,.556,22,12,.647,80.1,71.3,14.3,5.6,
6,Missouri,9,9,.500,23,12,.657,72.9,69.7,10.1,6.9,
6,Louisiana State,9,9,.500,20,14,.588,74.7,71.3,10.0,6.6,
6,Mississippi,9,9,.500,19,14,.576,75.2,72.7,7.8,5.4,
9,Texas A&M,8,10,.444,18,16,.529,64.7,62.8,5.5,3.6,
10,Vanderbilt,7,11,.389,15,16,.484,64.6,65.5,5.5,6.5,
10,Alabama,7,11,.389,13,19,.406,67.8,67.2,8.3,8.9,
12,Auburn,6,12,.333,14,16,.467,71.5,71.8,5.1,5.5,
13,South Carolina,5,13,.278,14,20,.412,68.3,69.9,5.4,7.0,
14,Mississippi State,3,15,.167,14,19,.424,67.7,71.3,-0.9,2.7,
