Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Florida,14,4,.778,29,8,.784,71.4,54.4,23.9,6.8,NCAA Tournament; Reg. Season Champion
2,Mississippi,12,6,.667,27,9,.750,77.2,66.9,14.4,4.1,NCAA Tournament; Conf. Tournament Champion
2,Alabama,12,6,.667,23,13,.639,63.0,58.4,9.8,5.9,
2,Kentucky,12,6,.667,21,12,.636,72.6,64.5,13.9,5.8,
5,Missouri,11,7,.611,23,11,.676,76.1,66.7,15.4,6.0,NCAA Tournament
5,Tennessee,11,7,.611,20,13,.606,66.3,63.4,9.0,6.0,
7,Arkansas,10,8,.556,19,13,.594,73.7,68.8,9.8,5.0,
8,Louisiana State,9,9,.500,19,12,.613,70.8,69.0,5.8,4.0,
8,Georgia,9,9,.500,15,17,.469,60.8,61.6,5.3,6.1,
10,Vanderbilt,8,10,.444,16,17,.485,60.3,60.1,6.2,6.0,
11,Texas A&M,7,11,.389,18,15,.545,63.7,62.1,6.5,4.9,
12,South Carolina,4,14,.222,14,18,.438,66.1,68.9,-0.7,2.1,
12,Mississippi State,4,14,.222,10,22,.313,60.6,69.5,-4.5,4.3,
14,Auburn,3,15,.167,9,23,.281,64.8,68.8,0.2,4.2,
