Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Tennessee,14,4,.778,27,9,.750,78.8,67.4,21.8,10.4,NCAA Tournament; Reg. Season Champion
2,Auburn,13,5,.722,27,8,.771,83.1,68.3,22.5,7.7,NCAA Tournament; Conf. Tournament Champion
2,South Carolina,13,5,.722,26,8,.765,72.1,67.6,11.0,6.5,NCAA Tournament
2,Kentucky,13,5,.722,23,10,.697,89.0,79.7,16.8,7.5,NCAA Tournament
2,Alabama,13,5,.722,25,12,.676,90.1,81.2,20.7,11.8,NCAA Tournament; NCAA FF
6,Florida,11,7,.611,24,12,.667,85.6,79.2,15.2,8.8,NCAA Tournament
7,Texas A&M,9,9,.500,21,15,.583,76.0,72.0,13.3,9.3,NCAA Tournament
7,Louisiana State,9,9,.500,17,16,.515,76.4,75.0,8.1,6.7,
9,Mississippi State,8,10,.444,21,14,.600,74.1,69.1,14.2,9.2,NCAA Tournament
10,Mississippi,7,11,.389,20,12,.625,74.9,73.9,8.3,7.3,
11,Georgia,6,12,.333,20,17,.541,74.7,74.7,8.6,8.6,
11,Arkansas,6,12,.333,16,17,.485,77.8,79.8,6.1,8.1,
13,Vanderbilt,4,14,.222,9,23,.281,67.9,75.9,0.2,8.2,
14,Missouri,0,18,.000,8,24,.250,72.2,76.2,3.3,7.3,
