Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Montana,16,4,.800,26,9,.743,76.1,68.5,1.5,-5.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Northern Colorado,15,5,.750,21,11,.656,76.6,69.7,-3.9,-6.8,
3,Eastern Washington,12,8,.600,16,18,.471,72.4,74.3,-6.8,-4.2,
4,Weber State,11,9,.550,18,15,.545,79.3,74.4,-4.4,-6.1,
4,Portland State,11,9,.550,16,16,.500,77.3,75.1,-9.0,-5.8,
4,Montana State,11,9,.550,15,17,.469,78.2,79.8,-7.9,-5.8,
7,Southern Utah,9,11,.450,17,17,.500,75.7,75.5,-8.9,-6.2,
8,Sacramento State,8,12,.400,15,16,.484,70.9,69.5,-8.8,-6.8,
8,Northern Arizona,8,12,.400,10,21,.323,73.0,77.5,-10.7,-6.2,
10,Idaho State,7,13,.350,11,19,.367,73.3,79.0,-13.2,-4.8,
11,Idaho,2,18,.100,5,27,.156,67.9,76.9,-18.7,-6.2,
