Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Montana,16,2,.889,26,8,.765,77.2,68.5,6.3,-2.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Idaho,14,4,.778,22,9,.710,75.2,68.8,0.8,-3.9,
3,Weber State,13,5,.722,20,11,.645,78.5,70.8,0.0,-2.9,
3,Eastern Washington,13,5,.722,20,15,.571,74.8,72.0,0.0,-1.5,
5,Northern Colorado,11,7,.611,26,12,.684,81.1,73.1,3.6,-2.3,
6,Portland State,9,9,.500,20,14,.588,85.2,79.4,-0.1,-1.0,
6,Idaho State,9,9,.500,14,16,.467,73.7,74.4,-5.8,-3.7,
8,Montana State,6,12,.333,13,19,.406,76.1,78.9,-8.7,-3.5,
8,North Dakota,6,12,.333,12,20,.375,75.8,81.6,-7.6,-0.2,
10,Southern Utah,5,13,.278,13,19,.406,75.5,80.7,-7.6,-0.9,
11,Sacramento State,4,14,.222,7,25,.219,67.4,73.7,-8.9,-0.7,
12,Northern Arizona,2,16,.111,5,27,.156,65.6,78.5,-14.7,-1.0,
