Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Dakota,14,4,.778,22,10,.688,80.6,73.7,-1.8,-5.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Eastern Washington,13,5,.722,22,12,.647,79.3,76.2,-2.8,-4.4,
3,Weber State,12,6,.667,20,14,.588,79.8,73.7,-2.3,-5.1,
3,Idaho,12,6,.667,19,14,.576,73.1,71.1,-5.3,-5.9,
5,Montana,11,7,.611,16,16,.500,74.7,73.4,-2.7,-4.0,
5,Montana State,11,7,.611,16,16,.500,80.0,79.1,-6.1,-5.9,
7,Sacramento State,9,9,.500,13,18,.419,71.1,74.3,-10.7,-5.6,
8,Portland State,7,11,.389,15,16,.484,85.3,81.8,-7.1,-6.6,
8,Northern Colorado,7,11,.389,11,18,.379,71.6,74.7,-9.3,-4.2,
10,Northern Arizona,6,12,.333,9,23,.281,69.3,76.1,-13.9,-5.9,
11,Southern Utah,3,15,.167,6,27,.182,77.5,85.3,-15.6,-5.4,
11,Idaho State,3,15,.167,5,26,.161,69.8,80.2,-15.1,-3.4,
