Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Montana State,16,4,.800,27,7,.794,77.0,68.5,0.5,-6.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Southern Utah,14,6,.700,20,11,.645,78.4,72.8,-1.9,-5.1,
3,Weber State,13,7,.650,21,12,.636,76.2,70.3,-1.4,-4.9,
3,Northern Colorado,13,7,.650,20,15,.571,78.2,76.8,-4.2,-3.6,
5,Montana,11,9,.550,18,14,.563,72.2,66.9,-6.1,-5.8,
5,Eastern Washington,11,9,.550,18,15,.545,76.9,74.3,-5.0,-5.2,
7,Portland State,10,10,.500,14,17,.452,73.5,72.2,-7.4,-5.3,
8,Sacramento State,6,14,.300,11,18,.379,65.4,70.2,-11.7,-5.0,
8,Idaho,6,14,.300,9,22,.290,73.0,79.6,-12.8,-4.4,
10,Northern Arizona,5,15,.250,9,23,.281,67.5,73.3,-13.1,-3.7,
10,Idaho State,5,15,.250,7,23,.233,64.4,71.5,-14.6,-4.9,
