Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Montana,15,3,.833,25,10,.714,76.6,73.3,-1.4,-1.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Northern Colorado,15,3,.833,25,10,.714,80.6,72.7,1.1,-3.8,Reg. Season Champion
3,Portland State,11,7,.611,19,13,.594,75.6,69.6,-4.4,-5.3,
4,Idaho State,10,8,.556,15,15,.500,74.3,70.0,-3.9,-4.0,
5,Montana State,9,9,.500,15,18,.455,71.3,69.6,-2.8,-2.7,
6,Northern Arizona,8,10,.444,18,16,.529,75.9,71.6,-6.5,-5.7,
6,Idaho,8,10,.444,14,19,.424,73.6,75.5,-8.0,-3.5,
8,Eastern Washington,6,12,.333,10,22,.313,71.3,75.5,-8.8,-2.1,
9,Weber State,5,13,.278,12,22,.353,71.9,71.9,-9.6,-3.2,
10,Sacramento State,3,15,.167,7,25,.219,66.2,70.5,-14.1,-4.1,
