Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Weber State,14,6,.700,19,12,.613,72.7,66.5,-0.9,-4.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Montana,12,8,.600,17,13,.567,70.8,69.0,-4.5,-5.2,
2,North Dakota,12,8,.600,17,17,.500,74.3,74.6,-6.8,-3.8,
2,Northern Arizona,12,8,.600,15,17,.469,67.0,68.4,-6.6,-4.4,
5,Northern Colorado,11,9,.550,18,14,.563,73.9,70.3,-4.3,-6.1,*Overall W-L adjusted to 0-0 conference W-L adjusted to 0-0
5,Portland State,11,9,.550,17,15,.531,72.5,72.2,-7.6,-5.6,
7,Eastern Washington,10,10,.500,15,16,.484,76.2,75.1,-5.3,-4.2,
7,Sacramento State,10,10,.500,14,16,.467,69.0,69.3,-8.0,-5.5,
9,Montana State,9,11,.450,14,17,.452,68.0,69.8,-10.7,-5.8,
10,Idaho State,8,12,.400,11,18,.379,70.8,70.2,-6.4,-4.7,
11,Southern Utah,1,19,.050,2,27,.069,59.0,74.9,-19.9,-3.2,
